Fixture,Optics,Wattage,Unit,Circuit,Channel,Groups,Patch,DMX Mode,DMX Channles,Layer,Focus,Filters,Gobos,Accessories,Purpose,Note,Weight,Location,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Focus,Pan,Focus Tilt,Invert Pan,Pan Start Limit,Pan End Limit,Invert Tilt,Tilt Start Limit,Tilt End Limit,Identifier,External Identifier
3 Scroller Dimmer 00,50°,12.5W,Jobb 2 also,,112,,112,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.523m,0m,0.238m,0°,90.527°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb 2 kozep,,113,,113,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.53m,0m,1.003m,0°,90.527°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb 2 folso,,114,,114,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.54m,0m,2.005m,0°,90.527°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb 1 also,,115,,115,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.496m,-2.007m,0.196m,0°,91.673°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb 1 kozep,,116,,116,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.519m,-2.007m,0.999m,0°,91.673°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb 1 folso,,117,,57,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.549m,-2.007m,2.011m,0°,91.673°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Bal elol also,,37,,37,1,1,Utca színváltók,,,,,,-,2.5kg,Location,-5.501m,-3m,0.198m,-0°,-90.527°,-0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb elol also,,38,,38,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.494m,-2.996m,0.198m,0°,90.527°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Bal elol folso,,41,,41,1,1,Utca színváltók,,,,,,-,2.5kg,Location,-5.517m,-3m,1.979m,-0°,-90.527°,-0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Jobb elol folso,,42,,42,1,1,Utca színváltók,,,,,,-,2.5kg,Location,5.51m,-2.996m,1.978m,0°,90.527°,0°,,0°,0°,No,0,0,No,0°,0°,,5d0e2a28-9a97-4343-8679-dabcb23c4b9d
3 Scroller Dimmer 00,50°,12.5W,Szinvalto 9,,9,,9,1,1,Pályholy szinváltók,,,,,,-,2.5kg,Location,-6.643m,-9.356m,7.519m,37.815°,-37.815°,-0°,,0°,0°,No,0,0,No,0°,0°,,c4b91d6a-87cb-4748-8f3c-67f9f5f010ee
3 Scroller Dimmer 00,50°,12.5W,Szinvalto 10,,10,,10,1,1,Pályholy szinváltók,,,,,,-,2.5kg,Location,6.643m,-9.435m,7.519m,33.418°,42.288°,-4.623°,,0°,0°,No,0,0,No,0°,0°,,c4b91d6a-87cb-4748-8f3c-67f9f5f010ee
3 Scroller Dimmer 00,50°,12.5W,Szinvalto 11,,11,,11,1,1,Pályholy szinváltók,,,,,,-,2.5kg,Location,-6.683m,-6.643m,7.519m,37.815°,-42.399°,-0°,,0°,0°,No,0,0,No,0°,0°,,c4b91d6a-87cb-4748-8f3c-67f9f5f010ee
3 Scroller Dimmer 00,50°,12.5W,Szinvalto 12,,12,,12,1,1,Pályholy szinváltók,,,,,,-,2.5kg,Location,6.643m,-6.683m,7.519m,37.815°,45.837°,-0°,,0°,0°,No,0,0,No,0°,0°,,c4b91d6a-87cb-4748-8f3c-67f9f5f010ee
3 Scroller Dimmer 00,50°,12.5W,Szinvalto 15,,15,,15,1,1,Pályholy szinváltók,,,,,,-,2.5kg,Location,-6.683m,-7.901m,7.519m,38.961°,-44.691°,0°,,0°,0°,No,0,0,No,0°,0°,,c4b91d6a-87cb-4748-8f3c-67f9f5f010ee
3 Scroller Dimmer 00,50°,12.5W,Szinvalto 16,,16,,16,1,1,Pályholy szinváltók,,,,,,-,2.5kg,Location,6.683m,-7.941m,7.519m,30.94°,55.004°,-0°,,0°,0°,No,0,0,No,0°,0°,,c4b91d6a-87cb-4748-8f3c-67f9f5f010ee
4 Mac 500 Mode 4 - Gobo mode scroll,0°,10W,Mac500 bal,,19,,1174,1,1,Mac 500 m4,,,,,,-,0.0kg,Location,-2m,6m,7m,-0°,0°,180°,,0°,0°,No,0,0,No,0°,0°,,48e28159-6dad-47a0-89ae-6ff1a5d33233
4 Mac 500 Mode 4 - Gobo mode scroll,0°,10W,Mac500 jobb,,20,,1190,1,1,Mac 500 m4,,,,,,-,0.0kg,Location,2m,6m,7m,-0°,0°,180°,,0°,0°,No,0,0,No,0°,0°,,48e28159-6dad-47a0-89ae-6ff1a5d33233
5 Mac 250 Entour Standard,0°,10W,Mac250 bal,,25,,1294,1,1,Mac 250 Entour,,,,,,-,0.0kg,Location,-6.578m,-5.324m,6.736m,-0.065°,-0.064°,45.837°,,0°,0°,No,0,0,No,0°,0°,,811ce521-77fe-4a9c-a48c-cbe592cfea2b
5 Mac 250 Entour Standard,0°,10W,Mac250 jobb,,26,,1309,1,1,Mac 250 Entour,,,,,,-,0.0kg,Location,6.549m,-5.324m,6.771m,-0.087°,0.026°,-73.339°,,0°,0°,No,0,0,No,0°,0°,,811ce521-77fe-4a9c-a48c-cbe592cfea2b
6 Mac 600 E Mode 4,0°,10W,Mac600 bal.e,,27,,1324,1,1,Mac 600 m4,,,,,,-,0.0kg,Location,-6.549m,-2.609m,7.668m,-0°,0°,90°,,0°,0°,No,0,0,No,0°,0°,,c9f3ad32-01c6-46a6-be02-2267975deb12
6 Mac 600 E Mode 4,0°,10W,Mac600 jobb.e,,28,,1338,1,1,Mac 600 m4,,,,,,-,0.0kg,Location,6.549m,-2.609m,7.609m,0.091°,0°,89.473°,,0°,0°,No,0,0,No,0°,0°,,c9f3ad32-01c6-46a6-be02-2267975deb12
6 Mac 600 E Mode 4,0°,10W,Mac600 hatso szinpad,,29,,1352,1,1,Mac 600 m4,,,,,,-,0.0kg,Location,0m,8m,7.217m,0°,0°,-0.091°,,0°,0°,No,0,0,No,0°,0°,,c9f3ad32-01c6-46a6-be02-2267975deb12
7 Mac 600 NT Mode 4,0°,10W,Mac600 bal.h,,17,,1144,1,1,Mac 600 NT,,,,,,-,0.0kg,Location,6.55m,2.116m,7.559m,180°,-0°,-89.473°,,0°,0°,No,0,0,No,0°,0°,,731689c1-0932-4276-82f5-187648431b3d
7 Mac 600 NT Mode 4,0°,10W,Mac600 jobb.h,,18,,1159,1,1,Mac 600 NT,,,,,,-,0.0kg,Location,-6.55m,2.116m,7.559m,180°,-0°,-89.473°,,0°,0°,No,0,0,No,0°,0°,,731689c1-0932-4276-82f5-187648431b3d
8 Mac 700 Profile Basic,0°,10W,Mac700 jobb,,30,,1366,1,1,Mac 700 Profile,,,,,,-,0.0kg,Location,3.499m,7.182m,9.979m,-0°,0°,0°,,0°,0°,No,0,0,No,0°,0°,,32375c2b-417b-4802-bdee-7b757894337c
8 Mac 700 Profile Basic,0°,10W,Mac700 bal,,31,,1389,1,1,Mac 700 Profile,,,,,,-,0.0kg,Location,-3.498m,7.182m,9.99m,-0.001°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,32375c2b-417b-4802-bdee-7b757894337c
9 Mac 2000 Performance 16 bit,0°,10W,Mc2000 szinpad,,23,,1224,1,1,Mac 2000 Performance,,,,,,-,0.0kg,Location,-0m,-5.818m,9.984m,-2°,0.091°,0°,,0°,0°,No,0,0,No,0°,0°,,d8ee6fe4-a21b-4e0b-b676-0a5fab68b244
9 Mac 2000 Performance 16 bit,0°,10W,Mc2000 Nt,,24,,1255,1,1,Mac 2000 Performance,,,,,,-,0.0kg,Location,-0m,-9.873m,9.984m,-0.002°,0.091°,0°,,0°,0°,No,0,0,No,0°,0°,,d8ee6fe4-a21b-4e0b-b676-0a5fab68b244
10 Kaleido Fixed colour off,0°,10W,Griven lent,,21,,1134,1,1,Griven,,,,,,-,0.0kg,Location,0m,10.647m,0.522m,-5.711°,-90°,-39.806°,,0°,0°,No,0,0,No,0°,0°,,b656b47c-fb6b-441b-aa3e-fbdc6a94aeb9
10 Kaleido Fixed colour off,0°,10W,Griven fent,,22,,1139,1,1,Griven,,,,,,-,0.0kg,Location,-0m,10.619m,5m,-26.565°,-90°,-26.565°,,0°,0°,No,0,0,No,0°,0°,,b656b47c-fb6b-441b-aa3e-fbdc6a94aeb9
11 Atomic 3000 4 channel,0°,10W,Strobi bal,,13,,1124,1,1,Strobi,,,,,,-,0.0kg,Location,-6.666m,-4.008m,3.529m,20°,-55°,-0°,,0°,0°,No,0,0,No,0°,0°,,9a95bc34-13f1-4e50-a847-b9f11534c3d9
11 Atomic 3000 4 channel,0°,10W,strobi jobb,,14,,1128,1,1,Strobi,,,,,,-,0.0kg,Location,6.637m,-4.008m,3.529m,20°,55°,0°,,0°,0°,No,0,0,No,0°,0°,,9a95bc34-13f1-4e50-a847-b9f11534c3d9
12 Scroller Dimmer 00,0°,10W,kiskor 23,,23,,23,1,1,Prütyi,,,,,,-,0.0kg,Location,4.521m,-9.906m,9.984m,37.815°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,nagykor 24,,24,,24,1,1,Prütyi,,,,,,-,0.0kg,Location,2.516m,-9.906m,9.984m,37.815°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,kiskor 25,,25,,25,1,1,Prütyi,,,,,,-,0.0kg,Location,0.943m,-9.906m,9.984m,37.815°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,nagykor 26,,26,,26,1,1,Prütyi,,,,,,-,0.0kg,Location,-1.022m,-9.906m,9.984m,37.815°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,kiskor 27,,27,,27,1,1,Prütyi,,,,,,-,0.0kg,Location,-2.477m,-9.906m,9.984m,37.815°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,nagykor 28,,28,,28,1,1,Prütyi,,,,,,-,0.0kg,Location,-4.521m,-9.906m,9.984m,48.815°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,nagykor 29,,29,,29,1,1,Prütyi,,,,,,-,0.0kg,Location,4.504m,-5.848m,9.984m,38.961°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,kiskor 30,,30,,30,1,1,Prütyi,,,,,,-,0.0kg,Location,2.486m,-5.848m,9.984m,38.961°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,nagykor 31,,31,,31,1,1,Prütyi,,,,,,-,0.0kg,Location,0.959m,-5.848m,9.984m,38.961°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,kiskor 32,,32,,32,1,1,Prütyi,,,,,,-,0.0kg,Location,-1.012m,-5.848m,9.984m,38.961°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,nagykor 33,,33,,33,1,1,Prütyi,,,,,,-,0.0kg,Location,-2.479m,-5.848m,9.984m,38.961°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
12 Scroller Dimmer 00,0°,10W,kiskor 34,,34,,34,1,1,Prütyi,,,,,,-,0.0kg,Location,-4.521m,-5.848m,9.984m,38.961°,0°,-0°,,0°,0°,No,0,0,No,0°,0°,,a984c63c-68cd-4360-97cf-627d25505114
2 Dimmer 00,CP60,1000W,23x,,401,,401,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,23y,,402,,402,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,23E,,403,,403,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,24x,,404,,404,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,24y,,405,,405,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,24E,,406,,406,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,25x,,407,,407,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,25y,,408,,408,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,25E,,409,,409,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,26x,,411,,411,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,26y,,412,,412,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,26E,,413,,413,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,27x,,414,,414,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,27y,,415,,415,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,27E,,416,,416,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,28x,,417,,417,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,28y,,418,,418,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,28E,,419,,419,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,29x,,421,,421,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,29y,,422,,422,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,29E,,423,,423,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,30x,,424,,424,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,30y,,425,,425,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,30E,,426,,426,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,31x,,427,,427,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,31y,,428,,428,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,31E,,429,,429,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,32x,,431,,431,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,32y,,432,,432,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,32E,,433,,433,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,33x,,434,,434,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,33y,,435,,435,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,33E,,436,,436,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,34x,,437,,437,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,34y,,438,,438,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,34E,,439,,439,1,1,Prütyi mozgatás,,,,,,-,1.8kg,Location,0m,-15.9m,-1.423m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,21b7fe84-564b-4ba1-ab41-04ce1c5a7ad7
2 Dimmer 00,CP60,1000W,Fejgep 1,,201,,201,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Fejgep 2,,202,,202,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Direkt 3,,203,,203,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Direkt 4,,204,,204,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Felso griven F22,,205,,205,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Mac600 F29,,206,,206,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Bal szinvaltok szinpad,,207,,207,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Jobb szinvaltok jobb,,208,,208,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Strobi bal 13,,209,,209,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Strobi jobb 14,,210,,210,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Also griven F21,,211,,211,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Direkt 12,,212,,212,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Gegen szinvalto,,213,,213,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Mac 500 F19 F20,,214,,214,1,1,Direktek,,,,,,-,1.8kg,Location,0m,10.703m,-1.224m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,b3602a9f-247c-48e3-96b3-b81b0228d91e
2 Dimmer 00,CP60,1000W,Fust 600,,600,,600,1,1,Füst,,,,,,-,1.8kg,Location,0m,-1.969m,-1.492m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,50b3e225-1670-4386-b39b-f72621e49d31
2 Dimmer 00,CP60,1000W,Fust 601,,601,,601,1,1,Füst,,,,,,-,1.8kg,Location,0m,-1.969m,-1.492m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,50b3e225-1670-4386-b39b-f72621e49d31
2 Dimmer 00,CP60,1000W,Kod 610,,610,,610,1,1,Köd,,,,,,-,1.8kg,Location,0m,3.342m,-1.611m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ea09fcc2-4055-4b59-a926-4bc7018b088e
2 Dimmer 00,CP60,1000W,Kod 611,,611,,611,1,1,Köd,,,,,,-,1.8kg,Location,0m,3.342m,-1.611m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ea09fcc2-4055-4b59-a926-4bc7018b088e
2 Dimmer 00,CP60,1000W,Kod 612,,612,,612,1,1,Köd,,,,,,-,1.8kg,Location,0m,3.342m,-1.611m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ea09fcc2-4055-4b59-a926-4bc7018b088e
